ID_Mahasiswa;Gender;IPS_Sem1;IPS_Sem2;IPS_Sem3;IPS_Sem4;Total_SKS_Ambil;Total_SKS_Lulus;Nilai_Matkul_Killer;Jml_Mengulang;Status_Beasiswa;Bekerja;Label_Lulus
MHS823;0;3.535.049.242.413.630;30.833.907.222.012.400;31.695.445.804.023.900;3.170.269.028.686.210;108;108;1;4;0;1;1
MHS824;0;3.018.770.920.743.410;3.545.902.669.537.320;29.648.898.192.411.900;2.0;79;56;2;0;0;0;1
MHS825;0;28.037.191.533.350.800;3.105.640.362.220.770;2.514.081.405.297.650;3.420.083.492.544.960;138;115;3;4;1;0;1
MHS826;1;3.214.556.732.564.550;33.980.237.870.428.700;2.732.702.250.673.810;26.139.207.649.092.500;125;105;3;0;0;0;1
MHS827;1;29.426.207.990.508.100;3.273.007.959.175.610;32.419.772.602.110.400;30.032.590.374.894.500;138;133;2;1;1;0;0
MHS828;1;3.255.324.495.532.560;28.360.633.517.665.200;23.444.569.688.154.000;31.283.214.085.721.800;85;65;1;1;0;1;1
MHS829;1;33.020.704.635.308.900;2.005.038.516.652.130;33.995.340.612.581.900;33.494.844.002.075.600;78;69;3;1;1;0;1
MHS830;0;25.211.840.762.601.200;34.733.832.839.532.900;2.879.227.000.345.300;35.763.661.956.261.600;90;72;1;5;0;0;1
MHS831;1;27.244.552.139.203.800;2.995.455.416.608.280;32.462.810.889.293.700;27.706.695.164.121.600;78;54;1;0;1;0;1
MHS832;1;37.641.602.930.341.800;2.747.462.805.794.820;29.754.904.147.591.800;3.275.579.887.211.570;137;108;4;2;0;0;1
MHS833;1;38.672.165.458.936.900;25.123.795.374.498.600;4.0;27.028.250.736.301.900;96;84;4;5;1;1;1
MHS834;1;3.425.562.049.190.110;36.119.279.592.712.900;31.689.777.770.725.100;27.038.795.775.935.900;124;96;4;2;1;1;1
MHS835;1;34.735.069.820.798.000;2.542.640.247.335.290;373.690.616.683.294;3.436.031.853.466.630;149;120;4;2;1;0;1
MHS836;0;31.199.288.729.246.400;3.243.154.996.675.110;2.500.779.573.561.640;3.811.628.345.264.020;78;70;1;2;0;1;1
MHS837;0;2.344.690.909.724.310;27.239.752.392.212.300;3.194.939.377.857.440;35.840.556.721.185.500;145;140;1;4;0;1;1
MHS838;1;27.624.260.663.802.600;35.867.554.291.796.700;33.821.980.066.385.100;25.627.381.036.544.600;124;117;3;1;1;0;0
MHS839;0;28.575.438.260.612.600;33.200.848.180.615.200;24.873.330.547.337.700;3.279.668.662.263.830;149;135;2;0;0;1;1
MHS840;0;33.202.813.765.367.600;283.154.911.863.702;2.951.023.627.007.410;3.615.085.293.998.530;85;66;1;3;0;0;1
MHS841;1;2.684.430.828.934.980;31.365.190.540.831.200;25.725.715.987.272.100;3.642.397.711.917.150;119;96;4;0;0;1;1
MHS842;1;30.945.878.692.826.800;25.234.804.208.928.500;301.718.588.051.513;2.711.228.234.200.330;115;113;1;5;0;0;1
MHS843;0;3.535.757.967.790.510;22.467.329.849.048.000;20.172.220.542.617.400;27.064.423.646.899.200;124;120;1;5;1;0;1
MHS844;0;2.977.362.596.266.150;2.477.801.719.065.540;3.527.018.155.425.440;33.502.818.374.466.800;119;99;3;5;0;0;1
MHS845;1;34.101.161.991.529.900;3.408.653.101.869.160;3.477.042.551.078.310;3.609.240.107.435.840;110;84;2;4;0;0;1
MHS846;1;23.274.927.580.346.600;25.694.751.639.172.100;36.885.904.682.522.800;35.100.182.534.510.400;85;81;3;4;0;1;1
MHS847;0;3.004.288.001.001.210;31.654.396.607.117.500;30.195.281.513.461.000;33.730.854.922.821.300;74;62;1;2;0;0;1
MHS848;1;28.173.595.708.980.500;4.0;30.900.355.188.479.900;28.635.333.398.872.400;144;134;1;3;1;1;1
MHS849;0;3.803.213.548.966.120;32.342.778.845.295.000;24.937.269.617.428.600;31.117.886.787.513.300;149;146;1;3;0;0;1
MHS850;0;33.694.116.417.251.800;3.640.166.151.935.860;27.777.833.535.385.400;2.928.672.900.955.390;116;95;4;5;0;0;1
MHS851;0;28.643.622.000.760.800;26.806.761.803.785.200;2.150.865.163.796.480;27.580.861.278.219.600;143;128;3;4;0;0;1
MHS852;1;29.322.368.655.105.600;3.386.157.292.220.350;30.168.615.514.606.800;3.151.441.638.359.650;88;88;4;5;1;0;1
MHS853;1;33.516.565.307.287.900;29.388.383.089.336.200;38.231.841.980.374.900;4.0;137;127;4;0;1;1;0
MHS854;1;308.803.964.446.569;3.516.387.876.279.210;38.848.885.663.126.800;30.641.093.642.966.400;141;128;4;3;0;1;1
MHS855;1;2.529.262.723.797.220;2.0;36.584.278.298.099.400;2.886.791.634.327.360;107;107;2;4;1;1;1
MHS856;0;3.231.131.232.227.100;2.383.711.972.692.250;289.840.963.168.956;26.138.410.786.385.800;129;101;1;0;1;1;1
MHS857;1;2.588.351.965.371.140;287.354.161.364.034;30.161.271.145.304.700;3.908.303.081.777.730;98;77;1;4;1;0;1
MHS858;1;3.375.978.831.405.730;25.928.640.769.333.100;36.712.302.976.454.600;33.511.038.059.089.700;114;102;2;1;1;1;1
MHS859;1;299.171.579.508.874;33.416.622.557.580.400;3.295.372.167.755.160;28.899.431.343.725.800;90;90;3;2;0;1;1
MHS860;0;3.946.095.880.416.530;25.581.404.296.544.600;26.134.851.451.986.400;25.646.361.141.781.200;85;62;1;0;1;0;1
MHS861;0;33.622.958.893.615.600;322.424.272.709.822;29.207.311.537.917.700;25.409.904.691.805.100;125;121;3;3;1;0;1
MHS862;0;30.717.132.834.287.400;3.435.762.193.043.960;2.374.400.431.683.160;2.233.740.861.585.160;108;102;2;5;0;0;1
MHS863;1;2.0;2.403.793.623.321.750;25.075.610.753.469.800;2.875.357.071.361.990;73;52;2;4;0;0;1
MHS864;0;29.471.059.489.676.100;3.619.278.998.077.820;2.274.058.162.249.120;27.551.524.149.258.800;82;80;3;1;1;0;1
MHS865;0;35.615.265.987.632.300;3.193.633.650.217.260;24.801.854.607.905.400;29.918.413.938.269.800;105;97;2;1;0;0;0
MHS866;0;30.229.602.462.238.800;3.628.219.433.689.510;310.407.498.582.337;24.652.566.897.603.200;124;112;4;0;0;0;0
MHS867;0;27.238.693.739.436.900;2.451.428.175.185.590;4.0;39.337.310.020.806.700;121;100;4;0;1;1;1
MHS868;1;28.072.679.713.894.100;3.117.045.680.728.880;4.0;3.274.337.577.022.840;146;125;3;2;1;0;1
MHS869;0;2.457.038.735.355.180;28.448.894.963.751.300;3.710.791.428.336.330;30.084.125.331.439.000;114;93;3;3;0;0;1
MHS870;1;21.499.901.160.948.900;2.966.513.820.138.730;30.965.040.951.660.200;3.482.300.878.651.840;120;102;3;4;0;1;1
MHS871;0;2.771.751.350.765.810;3.642.218.526.388.690;3.521.922.721.086.330;29.893.273.489.137.900;107;97;3;0;0;0;0
MHS872;0;3.395.827.103.046.760;24.406.169.185.930.700;3.883.512.247.197.930;2.467.877.644.033.380;81;60;4;2;0;1;1
MHS873;0;26.975.466.180.359.100;32.488.941.547.088.800;32.687.060.014.101.900;3.321.150.617.505.580;148;143;1;2;0;0;1
MHS874;0;30.420.523.448.914.000;26.997.270.672.700.800;2.416.967.062.031.100;32.967.144.444.242.600;86;70;4;3;0;1;1
MHS875;1;31.329.662.931.591.300;30.704.588.241.173.700;3.075.516.454.527.560;2.679.840.620.410.290;107;105;2;1;0;1;1
MHS876;0;2.818.826.221.226.940;33.709.111.471.950.600;2.954.015.766.898.470;24.590.428.156.434.300;113;109;3;4;1;1;1
MHS877;0;34.551.078.918.323.700;29.082.359.139.214.200;23.954.006.443.801.900;302.837.084.164.841;142;122;1;1;0;0;1
MHS878;1;27.028.945.638.091.600;2.691.928.270.975.520;24.799.006.445.222.600;3.349.407.835.140.230;133;124;1;4;0;0;1
MHS879;1;2.559.490.825.522.330;3.193.867.500.967.240;3.284.423.804.734.210;31.285.974.261.140.000;80;79;2;0;1;1;0
MHS880;0;288.920.015.280.748;22.795.091.827.375.400;3.479.408.153.233.830;35.638.431.472.582.100;86;61;4;0;0;1;1
MHS881;1;25.947.356.850.891.800;3.428.487.768.491.390;2.965.776.753.666.790;3.014.387.782.040.490;147;144;1;4;1;0;1
MHS882;1;3.550.665.082.444.770;33.581.700.402.702.000;4.0;27.355.266.186.376.500;79;68;1;1;1;0;1
MHS883;0;3.475.646.081.801.290;21.275.261.566.660.800;38.200.736.130.127.800;28.475.307.169.430.500;103;99;4;4;0;1;1
MHS884;0;27.312.115.294.996.200;3.561.519.648.815.730;23.586.852.840.365.200;3.358.539.518.498.080;132;112;2;2;1;1;1
MHS885;0;3.072.874.809.768.430;36.789.107.875.581.000;29.686.664.542.722.500;2.674.562.313.652.120;95;81;3;3;0;1;1
MHS886;0;2.928.170.235.051.440;2.917.459.717.498.470;30.158.797.282.907.200;3.037.836.770.306.690;146;119;1;2;1;1;1
MHS887;1;2.309.582.940.012.330;3.572.339.672.815.090;20.040.563.673.642.900;2.358.333.834.688.840;90;86;4;0;1;0;1
MHS888;0;27.001.681.728.205.000;2.017.983.921.014.540;2.133.563.174.177.180;39.505.603.656.338.000;103;103;2;1;0;0;1
MHS889;0;3.220.041.962.448.830;2.132.348.776.697.840;31.235.164.351.116.600;38.656.715.945.479.000;111;83;1;2;0;1;1
MHS890;0;3.247.300.888.082.490;31.502.827.364.199.500;3.734.696.031.581.060;2.0;139;130;4;3;1;1;1
MHS891;0;4.0;23.072.953.040.909.300;30.146.344.919.524.100;32.156.725.499.388.800;72;53;2;4;1;1;1
MHS892;0;3.628.551.390.327.590;3.168.467.165.072.020;2.366.551.643.536.700;321.933.398.127.913;135;110;1;1;1;1;1
MHS893;1;2.0;28.943.511.914.807.800;25.673.580.638.036.000;35.552.530.709.883.200;88;73;2;0;1;1;1
MHS894;0;2.560.526.498.376.070;3.148.275.660.715.650;23.545.283.748.373.900;346.150.661.844.725;99;87;3;1;0;0;1
MHS895;1;3.368.812.965.065.250;2.647.060.492.969.890;31.798.245.789.410.500;304.146.027.965.479;138;119;4;5;0;0;1
MHS896;1;3.767.860.645.401.550;34.653.618.553.505.800;348.938.044.075.367;28.750.360.315.595.500;130;112;2;5;1;0;1
MHS897;0;28.834.515.394.814.200;32.740.631.643.636.400;3.113.883.500.702.430;21.755.120.810.543.400;73;66;3;2;1;0;1
MHS898;1;3.367.342.559.819.130;39.069.280.684.990.800;2.298.062.320.046.190;2.0;110;94;3;5;0;1;1
MHS899;0;29.386.072.927.260.300;30.478.983.628.148.200;2.437.986.907.634.690;3.281.589.348.942.220;88;66;3;3;0;1;1
MHS900;0;3.392.073.208.176.740;25.509.863.868.377.700;26.169.773.987.998;27.693.664.747.508.400;140;124;1;4;1;1;1
MHS901;1;2.646.617.605.173.790;3.181.643.638.171.990;26.623.814.955.576.800;2.390.945.696.024.800;141;118;1;4;1;1;1
MHS902;1;3.328.600.550.648.020;2.930.365.646.666.200;3.756.265.351.151.270;2.434.218.696.726.830;133;133;3;0;1;0;0
MHS903;1;26.056.517.453.953.600;3.686.702.971.175.120;31.588.977.753.616.800;26.682.351.643.453.800;81;61;2;4;1;0;1
MHS904;1;27.506.368.499.630.800;2.665.039.677.780.750;2.499.126.283.645.140;27.612.423.288.782.200;94;85;3;2;0;1;1
MHS905;0;2.283.338.035.809.650;3.060.663.641.372.810;3.703.619.068.383.880;2.885.953.384.001.480;101;81;3;5;0;1;1
MHS906;1;35.925.098.189.762.000;2.364.845.636.558.220;2.827.313.377.239.320;38.513.223.346.861;84;80;3;4;0;0;1
MHS907;0;35.326.881.361.298.000;2.870.977.242.194.410;36.342.916.178.237.300;32.457.063.781.777.600;125;96;3;2;1;1;1
MHS908;1;298.312.718.910.098;29.564.166.864.567.400;3.823.425.043.345.890;37.594.388.444.149.100;117;109;3;3;1;1;1
MHS909;1;24.421.875.437.550.300;2.992.010.278.558.040;3.157.200.210.363.590;3.406.305.151.946.630;143;125;4;0;0;0;1
MHS910;0;273.229.226.482.989;2.686.931.734.375.530;32.695.265.252.029.100;32.817.987.266.199.800;145;117;2;1;0;1;1
MHS911;0;2.0;21.370.701.608.625.900;2.929.906.184.330.170;30.490.389.602.331.900;106;78;4;3;1;0;1
MHS912;0;2.888.760.933.350.070;3.034.061.425.070.320;3.241.889.417.001.380;3.275.667.108.044.870;78;49;4;5;0;0;1
MHS913;1;37.284.563.064.771.500;32.376.444.046.592.900;3.249.842.918.069.070;36.299.280.954.515.600;95;83;2;1;0;1;1
MHS914;1;3.369.704.744.308.230;2.797.155.810.096.870;3.308.211.052.407.360;32.125.666.233.568.600;121;115;1;5;1;1;1
MHS915;0;2.642.389.524.100.300;2.951.685.231.901.660;29.301.005.404.946.200;3.060.789.500.269.690;90;87;4;5;1;1;1
MHS916;0;28.485.573.781.005.000;3.673.049.897.257.120;2.903.347.886.776.010;3.735.792.541.284.940;141;118;3;0;1;0;1
MHS917;0;2.405.298.687.987.280;31.339.856.719.125.600;32.601.902.075.337.300;29.641.496.024.129.200;142;133;4;0;1;1;1
MHS918;1;33.878.232.463.968.700;2.849.704.862.655.690;4.0;2.0;133;110;1;3;1;1;1
MHS919;0;3.797.088.978.102.000;30.517.690.769.745.800;37.155.760.588.808.700;28.699.818.749.097.700;83;77;2;2;0;0;1
MHS920;1;3.450.991.442.660.840;3.792.383.117.029.920;20.364.154.384.606.200;4.0;111;101;3;2;0;1;1
MHS921;0;23.552.597.063.951.500;3.029.224.740.352.820;345.631.016.127.022;32.108.584.665.015.400;100;73;2;3;1;1;1
MHS922;0;2.595.137.582.116.350;3.093.900.169.021.260;2.606.412.965.006.500;3.101.679.729.999.380;88;70;4;2;0;1;1
MHS923;0;2.068.342.800.848.000;35.088.649.380.549.000;3.421.877.235.853.680;2.691.647.768.777.970;138;118;2;1;0;0;1
MHS924;0;2.0;3.940.401.759.396.650;30.305.142.917.781.600;218.876.733.455.372;107;81;1;3;0;1;1
MHS925;0;33.670.339.559.279.300;3.382.676.919.708.020;25.405.210.826.502.300;27.498.927.421.245.600;110;108;4;4;1;1;1
MHS926;1;28.033.088.511.276.700;26.187.910.246.985.400;26.198.181.793.919.300;2.803.194.208.983.490;123;113;1;0;1;1;1
MHS927;1;23.497.832.098.141.500;2.831.072.966.374.600;3.611.474.277.395.420;2.553.732.700.805.510;148;119;3;4;0;0;1
MHS928;1;23.789.104.651.357.500;28.375.581.890.041.300;3.311.466.134.905.980;3.905.163.795.361.340;77;62;2;0;1;1;1
MHS929;0;3.136.398.312.265.890;3.396.995.254.750.530;31.881.299.280.285.900;3.103.821.749.925.170;125;102;3;0;1;0;1
MHS930;1;29.443.405.756.010.900;3.149.542.867.010.550;34.165.788.833.147.100;2.684.875.352.497.780;128;108;2;4;0;0;1
MHS931;0;32.099.418.630.308.500;3.050.378.818.489.990;3.130.412.800.317.190;3.240.372.913.778.140;91;91;2;4;0;0;1
MHS932;0;3.468.028.083.968.000;33.884.683.514.657.500;30.152.382.069.603.100;25.513.734.969.193.700;147;122;4;3;1;0;1
MHS933;1;27.974.535.421.315.200;33.503.468.264.049.700;2.595.470.735.259.430;20.807.735.046.453.500;102;96;1;0;0;1;1
MHS934;0;2.444.110.850.432.770;25.168.104.531.039.600;33.872.902.488.658.700;30.895.570.056.842.300;120;103;3;1;0;0;1
MHS935;1;2.959.685.595.775.090;3.399.805.813.028.120;29.183.460.224.992.400;35.929.145.993.710.800;131;109;1;4;1;0;1
MHS936;1;3.960.477.333.540.120;29.396.518.757.964.800;2.0;33.250.382.882.629.800;90;83;1;4;0;0;1
MHS937;0;31.049.863.107.623.100;37.298.274.147.927.500;25.847.438.508.612.200;27.989.592.624.379.600;137;117;4;1;1;0;1
MHS938;1;28.866.330.949.862.500;30.964.829.261.343.400;31.389.934.072.386.100;3.526.663.119.704.790;105;100;4;3;0;1;1
MHS939;0;2.596.204.329.950.850;28.882.637.473.815.300;24.775.818.430.484.600;38.919.612.976.008.800;83;74;4;1;0;1;1
MHS940;0;3.408.877.754.786.590;23.947.060.615.904.400;32.350.546.045.978.400;29.592.870.094.872.700;126;103;4;2;0;0;1
MHS941;0;21.446.983.227.817.400;2.803.454.899.649.260;2.216.005.867.219.860;2.253.768.864.997.000;73;72;2;2;1;0;1
MHS942;1;252.269.094.902.497;32.591.094.752.227.000;2.746.905.469.457.330;29.102.427.125.637.500;95;78;3;2;0;1;1
MHS943;1;3.185.537.087.161.710;2.756.559.589.415.180;30.903.699.437.152.800;37.091.042.447.488.200;72;54;4;2;1;1;1
MHS944;1;3.120.057.248.860.930;3.203.453.362.928.310;3.855.700.877.892.060;4.0;78;62;2;0;0;0;1
MHS945;1;38.257.222.304.714.700;29.904.931.310.702.700;30.425.185.288.302.000;30.362.282.985.629.200;133;112;3;2;0;1;1
MHS946;0;280.525.027.886.818;2.484.303.902.856.750;2.594.633.373.483.430;2.095.024.171.096.130;71;46;3;5;1;1;1
MHS947;1;36.009.658.347.697.700;30.043.942.213.160.300;3.028.932.023.713.370;28.672.036.833.687.900;129;104;3;2;1;0;1
MHS948;1;21.894.958.577.118.300;2.651.085.355.873.050;32.687.926.535.219.000;3.276.500.835.951.820;79;53;3;2;0;1;1
MHS949;0;23.801.811.726.401.000;20.812.218.992.500.200;4.0;3.918.152.076.156.620;106;91;3;0;1;1;1
MHS950;1;36.069.139.353.472.200;33.423.984.561.691.900;2.999.720.133.511.590;32.860.061.234.706.800;103;79;1;3;1;1;1
MHS951;0;3.260.971.982.329.390;29.394.383.797.201.100;3.230.909.691.023.420;2.992.753.634.671.120;88;62;1;3;0;1;1
MHS952;1;3.883.119.930.149.700;32.509.938.286.944.100;27.231.455.034.620.700;2.639.633.006.412.280;115;97;4;1;1;0;1
MHS953;1;2.744.044.669.257.390;3.025.226.592.225.960;29.994.236.668.559.600;23.545.325.615.947.100;88;61;1;3;0;0;1
MHS954;0;3.192.985.046.284.430;24.116.775.280.499.700;34.640.453.054.955.400;2.114.759.431.111.960;73;52;2;4;0;1;1
MHS955;0;3.935.537.241.154.050;25.745.579.554.805.500;4.0;3.218.563.389.865.520;136;130;4;3;1;0;1
MHS956;0;24.397.910.405.318.000;26.225.669.017.140.300;30.160.715.734.822.800;21.371.144.375.937.100;133;119;2;5;0;1;1
MHS957;0;2.690.919.775.658.180;34.492.558.522.757.800;2.587.083.613.380.970;3.923.197.960.299.620;88;81;3;0;1;0;0
MHS958;1;29.942.424.559.616.700;35.153.299.041.207.700;35.473.992.511.136.600;25.970.041.344.702.900;100;89;1;5;1;1;1
MHS959;1;3.754.031.823.076.030;35.614.460.616.519.600;33.142.589.570.503.800;2.428.169.600.168.140;80;68;3;1;1;1;1
MHS960;1;2.0;2.483.396.868.628.450;29.028.895.427.675.800;25.015.711.856.836.500;104;82;2;5;0;1;1
MHS961;0;3.505.419.867.510.150;4.0;2.377.756.775.055.560;3.224.913.606.863.250;147;120;3;5;1;0;1
MHS962;1;37.167.900.317.841.400;26.561.277.671.563.600;37.849.940.128.773.100;27.268.017.114.747.900;90;61;4;0;1;1;1
MHS963;0;3.286.062.858.804.190;32.979.656.735.195.800;28.666.934.933.602.300;25.100.671.021.512.800;86;72;1;2;1;1;1
MHS964;1;3.923.432.957.731.240;31.589.562.325.495.800;26.164.569.563.684.700;28.413.949.487.416.900;115;108;2;3;0;1;1
MHS965;1;2.784.675.373.623.080;3.403.174.205.537.460;33.984.024.165.285.300;39.525.115.417.677.000;77;55;1;1;0;0;1
MHS966;0;28.390.275.284.140.900;26.074.950.201.486.800;30.053.687.818.870.900;3.270.474.210.363.960;121;102;4;1;1;0;1
MHS967;1;2.966.361.267.543.230;24.626.694.802.835.600;26.088.230.387.490.000;34.265.826.532.065.900;119;98;2;3;1;1;1
MHS968;0;2.392.920.622.482.660;303.863.631.383.683;35.155.799.924.178.300;3.815.450.637.816.160;140;114;2;5;1;0;1
MHS969;0;3.338.926.987.420.510;38.231.646.038.477.200;35.039.284.487.274.500;20.663.632.241.823.600;136;130;1;5;1;1;1
MHS970;1;35.049.777.483.535.400;2.334.190.941.894.280;2.490.531.664.803.670;2.197.424.284.910.000;122;104;4;2;1;1;1
MHS971;1;4.0;3.048.577.893.543.120;3.558.340.637.533.760;3.116.047.318.964.260;94;93;4;3;1;0;1
MHS972;0;31.238.172.363.148.000;30.030.230.079.676.500;2.743.644.419.113.890;30.891.798.261.799.300;118;97;1;0;0;1;1
MHS973;1;3.061.363.950.506.760;2.992.650.265.435.490;39.214.037.791.557.800;2.317.828.303.277.840;115;107;2;2;1;1;1
MHS974;1;3.290.046.867.599.870;32.540.254.992.172.700;3.390.186.130.995.030;3.262.259.396.260.970;141;139;4;4;0;0;1
MHS975;1;28.615.553.221.155.900;26.641.396.053.709.600;2.372.919.506.502.190;27.224.916.492.279.400;102;102;2;3;1;1;1
MHS976;1;2.945.291.747.374.490;26.624.312.477.199.000;23.881.103.936.138.300;2.804.617.816.872.790;103;77;3;3;0;1;1
MHS977;0;26.690.511.419.066.000;30.020.996.886.646.100;3.021.364.065.252.970;3.347.018.202.738.360;145;121;2;4;1;0;1
MHS978;1;32.964.061.174.171.400;3.709.459.035.956.340;37.295.111.741.459.400;3.670.203.210.057.100;77;66;1;5;1;1;1
MHS979;1;2.875.727.315.243.610;31.154.710.387.033.400;3.036.141.215.116.070;3.165.156.527.315.940;82;64;4;0;0;0;1
MHS980;0;30.161.782.764.133.400;4.0;35.550.631.219.000.300;3.147.695.878.464.310;129;119;4;4;1;0;1
MHS981;1;2.917.135.183.432.260;28.892.983.371.927.900;3.183.943.638.579.250;27.816.767.613.572.800;77;49;4;0;1;1;1
MHS982;0;34.888.224.223.942.100;27.074.320.718.381.600;2.573.126.836.059.620;2.649.603.626.755.030;74;62;4;1;1;0;1
MHS983;1;2.418.011.945.238.440;2.821.040.236.203.690;33.808.107.987.993.800;3.364.676.339.872.310;137;136;2;5;0;1;1
MHS984;1;35.702.469.911.541.200;2.681.578.544.905.060;32.567.866.640.009.100;242.836.019.710.273;122;98;1;4;0;0;1
MHS985;0;32.428.579.206.769.900;3.804.356.941.524.440;22.233.583.737.365.100;33.329.744.189.170.300;99;71;4;0;0;1;1
MHS986;1;36.822.895.918.226.800;35.294.481.328.780.300;23.075.183.802.284.400;26.284.709.500.344.900;142;118;4;1;0;0;1
MHS987;1;37.296.089.197.359.900;2.543.043.027.618.210;32.501.604.662.279.300;3.446.171.220.779.740;86;84;1;4;0;1;1
MHS988;0;4.0;34.825.886.417.529.400;2.731.397.449.323.740;3.619.505.567.207.630;121;96;4;4;1;0;1
MHS989;1;2.761.561.769.678.080;38.385.579.350.934.300;2.269.749.550.290.750;35.956.303.408.159.100;89;81;3;4;0;0;1
MHS990;1;29.621.468.657.510.500;33.879.098.031.375.300;33.214.541.656.833.800;31.236.663.651.529.400;96;91;3;5;0;1;1
MHS991;1;35.094.070.018.042.300;2.425.311.706.067.020;2.868.894.784.982.760;30.998.329.798.864.400;137;118;3;1;0;0;1
MHS992;1;25.103.498.848.586.800;30.816.801.774.579.000;36.570.374.907.623.000;2.525.625.652.366;88;80;1;3;1;0;1
MHS993;1;2.579.753.507.246.650;3.343.619.225.197.640;2.782.105.135.188.180;25.792.752.429.354.900;91;74;2;3;0;0;1
MHS994;1;3.671.090.065.622.420;20.329.561.272.702.100;30.115.403.294.752.100;33.124.517.973.270.200;79;64;3;2;1;1;1
MHS995;1;32.603.232.123.645.300;2.916.170.508.685.440;2.492.913.028.086.360;35.238.801.821.206.800;108;94;1;3;1;1;1
MHS996;1;21.740.409.084.041.000;28.805.340.892.714.300;2.749.265.288.320.760;30.026.851.894.180.000;78;77;1;2;0;0;1
MHS997;0;2.0;3.151.313.815.764.900;34.140.052.030.817.300;33.507.692.291.791.900;92;78;3;0;0;0;1
MHS998;0;33.949.289.128.219.500;33.295.055.881.817.300;28.100.548.463.759.300;3.799.160.964.577.050;74;50;1;5;0;1;1
MHS999;1;2.941.404.474.297.720;27.781.127.607.811.500;34.876.690.905.521.800;3.132.295.312.290.700;129;105;3;5;1;1;1
MHS1000;1;23.866.387.113.907.200;30.407.112.329.122.600;2.899.539.781.099.710;28.790.267.999.274.200;149;148;4;0;0;0;1
